,DATE,GPP_PI_F,TA,SITE_ID,LULC,LATITUDE,LONGITUDE,ELEVATION
261,2017-09-19,242.755473,18.2775,US-Bi2,CRO,38.1091,-121.5351,-5.0
262,2017-09-20,299.972434,18.7825,US-Bi2,CRO,38.1091,-121.5351,-5.0
263,2017-09-21,233.574455,15.894791666666668,US-Bi2,CRO,38.1091,-121.5351,-5.0
264,2017-09-22,6.310617000000001,14.7049375,US-Bi2,CRO,38.1091,-121.5351,-5.0
265,2017-09-23,-55.663964,17.551041666666666,US-Bi2,CRO,38.1091,-121.5351,-5.0
266,2017-09-24,1.5039149999999986,17.922666666666668,US-Bi2,CRO,38.1091,-121.5351,-5.0
267,2017-09-25,-22.484079,18.658125000000002,US-Bi2,CRO,38.1091,-121.5351,-5.0
268,2017-09-26,-13.547692,20.543541666666666,US-Bi2,CRO,38.1091,-121.5351,-5.0
269,2017-09-27,-0.03278399999999726,20.648333333333333,US-Bi2,CRO,38.1091,-121.5351,-5.0
270,2017-09-28,-14.878785999999998,21.184583333333332,US-Bi2,CRO,38.1091,-121.5351,-5.0
271,2017-09-29,18.538909,18.995833333333334,US-Bi2,CRO,38.1091,-121.5351,-5.0
272,2017-09-30,-5.695261,19.503958333333333,US-Bi2,CRO,38.1091,-121.5351,-5.0
273,2017-10-01,-23.202671,19.796875,US-Bi2,CRO,38.1091,-121.5351,-5.0
274,2017-10-02,-2.874545,18.096875,US-Bi2,CRO,38.1091,-121.5351,-5.0
275,2017-10-03,36.205501,15.652625,US-Bi2,CRO,38.1091,-121.5351,-5.0
276,2017-10-04,-2.874904,15.147187500000001,US-Bi2,CRO,38.1091,-121.5351,-5.0
277,2017-10-05,23.307783,16.526979166666667,US-Bi2,CRO,38.1091,-121.5351,-5.0
278,2017-10-06,56.608059999999995,17.528520833333335,US-Bi2,CRO,38.1091,-121.5351,-5.0
279,2017-10-07,-9.613334999999998,18.045624999999998,US-Bi2,CRO,38.1091,-121.5351,-5.0
280,2017-10-08,-25.993543,19.085625,US-Bi2,CRO,38.1091,-121.5351,-5.0
281,2017-10-09,31.316713,18.734791666666666,US-Bi2,CRO,38.1091,-121.5351,-5.0
282,2017-10-10,39.332237,16.547541666666667,US-Bi2,CRO,38.1091,-121.5351,-5.0
283,2017-10-11,-17.633148,15.201666666666666,US-Bi2,CRO,38.1091,-121.5351,-5.0
284,2017-10-12,12.767452,14.977291666666666,US-Bi2,CRO,38.1091,-121.5351,-5.0
285,2017-10-13,10.222648,14.304833333333333,US-Bi2,CRO,38.1091,-121.5351,-5.0
286,2017-10-14,63.999461,16.086458333333333,US-Bi2,CRO,38.1091,-121.5351,-5.0
287,2017-10-15,63.362297,14.805166666666667,US-Bi2,CRO,38.1091,-121.5351,-5.0
288,2017-10-16,12.123535000000002,15.6745,US-Bi2,CRO,38.1091,-121.5351,-5.0
289,2017-10-17,-14.107946,15.572854166666666,US-Bi2,CRO,38.1091,-121.5351,-5.0
290,2017-10-18,-6.3621,14.660291666666666,US-Bi2,CRO,38.1091,-121.5351,-5.0
291,2017-10-19,2.6959130000000013,15.285833333333334,US-Bi2,CRO,38.1091,-121.5351,-5.0
292,2017-10-20,-52.950965,12.8775,US-Bi2,CRO,38.1091,-121.5351,-5.0
293,2017-10-21,-71.815286,13.226729166666667,US-Bi2,CRO,38.1091,-121.5351,-5.0
294,2017-10-22,-42.186707999999996,14.8480625,US-Bi2,CRO,38.1091,-121.5351,-5.0
295,2017-10-23,0.9016349999999995,17.43166666666667,US-Bi2,CRO,38.1091,-121.5351,-5.0
